,date,AOD_550_maiac_mean_60,AOD_550_AER_mean_60,AOD_550_maiac_mean_61,AOD_550_AER_mean_61
232,26/4/2017,0.16145,0.061285356,0.02525,0.061285356
233,30/4/2017,0.26515,0.144438083,0.0635,0.144438083
234,1/5/2017,0.1442,0.372787377,0.5165,0.372787377
235,7/5/2017,0.23418,0.456417673,0.4975,0.456417673
236,11/5/2017,0.24055,0.333666709,0.43125,0.333666709
237,18/5/2017,0.22255,0.634791878,0.4485,0.634791878
238,19/5/2017,0.1545,0.474936084,0.48625,0.474936084
239,20/5/2017,0.22133,0.335228015,0.41025,0.335228015
240,21/5/2017,0.18313,0.50521992,0.4625,0.50521992
241,23/5/2017,0.23405,0.396272656,0.50075,0.44785949
242,3/6/2017,0.2399,0.297009772,0.31075,0.297009772
243,4/6/2017,0.16795,0.328296012,0.35475,0.328296012
244,11/6/2017,0.16213,0.175698449,0.2695,0.175698449
245,12/6/2017,0.2506,0.210349945,0.319,0.210349945
246,13/6/2017,0.16493,0.301763579,0.1795,0.301763579
247,15/6/2017,0.235875,0.18773894,0.091,0.163202677
248,17/6/2017,0.256825,0.149631882,0.1315,0.149631882
250,23/6/2017,0.22725,0.123443256,0.13025,0.119971756
253,17/7/2017,0.21767,0.353474479,0.24275,0.353474479
255,29/7/2017,0.1805,0.176049611,0.2195,0.176049611
257,1/8/2017,0.38,0.327425765,0.41125,0.327425765
258,6/8/2017,0.10925,0.108136386,0.1375,0.108136386
259,11/9/2017,0.10425,0.138321775,0.11925,0.138321775
260,12/9/2017,0.0555,0.211584375,0.08225,0.211584375
262,7/10/2017,0.2035,0.117872926,0.228875,0.117872926
263,14/10/2017,0.1475,0.133115788,0.1875,0.133115788
264,19/10/2017,0.29525,0.307981249,0.2985,0.307981249
265,20/10/2017,0.234,0.277143135,0.27275,0.277143135
266,21/10/2017,0.21525,0.272009297,0.26775,0.272009297
267,26/10/2017,0.1605,0.200852237,0.157,0.200852237
268,27/10/2017,0.131,0.167998824,0.163125,0.167998824
269,28/10/2017,0.2715,0.269097315,0.29125,0.269097315
270,3/11/2017,0.18275,0.202296428,0.21425,0.202296428
271,4/11/2017,0.052875,0.094128078,0.0515,0.094128078
272,5/11/2017,0.147,0.13030258,0.152125,0.13030258
273,6/11/2017,0.114,0.18657571,0.14325,0.18657571
274,7/11/2017,0.0835,0.095588398,0.061,0.095588398
275,8/11/2017,0.061875,0.129798098,0.08075,0.129798098
276,9/11/2017,0.249625,0.399407456,0.23825,0.399407456
277,10/11/2017,0.2735,0.336123053,0.309125,0.336123053
278,11/11/2017,0.25075,0.403638128,0.247,0.403638128
279,12/11/2017,0.197875,0.205644533,0.2325,0.205644533
280,13/11/2017,0.03175,0.046916741,0.039875,0.046916741
281,14/11/2017,0.07575,0.061097825,0.0835,0.061097825
282,15/11/2017,0.1245,0.185006936,0.154375,0.185006936
283,16/11/2017,0.109375,0.12978183,0.109,0.12978183
284,17/11/2017,0.127,0.249333542,0.172,0.249333542
285,18/11/2017,0.077125,0.081726064,0.076375,0.081726064
286,20/11/2017,0.1345,0.157896292,0.128,0.157896292
287,21/11/2017,0.20025,0.187892604,0.216125,0.187892604
288,22/11/2017,0.15825,0.21471319,0.13975,0.138228115
289,23/11/2017,0.2735,0.29550705,0.2485,0.29550705
290,24/11/2017,0.237875,0.286180509,0.265875,0.286180509
291,25/11/2017,0.153,0.191722868,0.148625,0.191722868
292,26/11/2017,0.0835,0.03760592,0.09925,0.03760592
293,27/11/2017,0.05975,0.079932419,0.0585,0.079932419
294,28/11/2017,0.16825,0.198040349,0.18525,0.198040349
295,29/11/2017,0.09325,0.147308706,0.096625,0.147308706
296,30/11/2017,0.227375,0.308367083,0.242125,0.308367083
